Field1,X,Y,Z
503234,586297.738,4474919.13,3.544
503235,586296.498,4474919.146,3.561
503236,586295.261,4474919.125,3.571
503237,586294.114,4474919.185,3.529
503238,586292.896,4474919.16,3.557
503239,586291.674,4474919.199,3.545
503240,586290.527,4474919.242,3.563
503241,586289.342,4474919.171,3.564
503242,586288.265,4474919.19,3.531
503243,586287.051,4474919.183,3.501
503244,586285.811,4474919.175,3.457
503245,586284.582,4474919.046,3.502
503246,586283.412,4474919.054,3.469
503247,586282.224,4474919.019,3.444
503248,586281.137,4474918.959,3.491
503249,586280.066,4474919.007,3.459
503250,586278.933,4474918.969,3.43
503251,586277.651,4474918.918,3.382
503252,586276.358,4474918.844,3.325
503253,586275.114,4474918.731,3.259
503254,586273.769,4474918.696,3.212
503255,586272.472,4474918.746,3.233
503256,586271.321,4474918.814,3.192
503257,586270.168,4474919.031,3.195
503258,586268.991,4474919.162,3.231
503259,586267.855,4474919.249,3.248
503260,586266.725,4474919.265,3.247
503261,586265.535,4474919.295,3.224
503262,586264.367,4474919.393,3.186
503263,586263.179,4474919.365,3.155
503264,586261.736,4474919.486,3.143
503265,586260.533,4474919.478,3.12
503266,586259.57,4474919.433,3.108
503330,586251.245,4474944.393,3.703
503331,586252.29,4474944.318,3.888
503332,586253.206,4474944.141,4.115
503333,586253.918,4474943.893,4.302
503334,586254.671,4474943.765,4.348
503335,586255.446,4474943.683,4.288
503336,586256.475,4474943.555,4.147
503337,586257.872,4474943.354,4.059
503338,586259.094,4474943.311,4.037
503339,586260.218,4474943.472,4.16
503340,586261.383,4474943.662,4.095
503341,586262.405,4474943.761,4.126
503342,586263.441,4474943.804,4.25
503343,586264.477,4474943.83,4.187
503344,586265.502,4474943.94,4.062
503345,586266.764,4474944.081,3.99
503346,586268.062,4474944.014,3.933
503347,586269.267,4474944.018,3.904
503348,586270.458,4474943.934,3.843
503349,586271.654,4474943.854,3.807
503350,586272.848,4474943.842,3.739
503351,586274.039,4474943.816,3.738
503352,586275.097,4474943.842,3.792
503353,586276.216,4474943.787,3.756
503354,586277.373,4474943.681,3.739
503355,586278.488,4474943.678,3.72
503356,586279.928,4474943.61,3.709
503357,586280.988,4474943.577,3.744
503358,586282.466,4474943.687,3.725
503359,586283.642,4474943.72,3.712
503360,586284.821,4474943.881,3.634
503361,586286.121,4474944.097,3.561
503362,586287.474,4474944.175,3.558
503363,586288.633,4474944.147,3.588
503364,586289.693,4474944.017,3.597
503365,586290.705,4474943.913,3.622
503366,586291.84,4474943.799,3.581
503367,586293.007,4474943.648,3.551
503368,586294.185,4474943.54,3.527
503369,586295.421,4474943.47,3.506
503370,586296.525,4474943.424,3.522
503371,586297.621,4474943.425,3.514
503372,586298.683,4474943.27,3.524
503373,586299.792,4474943.115,3.553
503374,586300.864,4474943.034,3.574
503375,586301.841,4474942.951,3.607
503376,586302.978,4474942.862,3.64
503377,586304.051,4474942.801,3.699
503378,586304.958,4474942.757,3.707
503379,586306.09,4474942.745,3.654
503380,586307.298,4474942.672,3.65
503381,586308.439,4474942.705,3.578
503382,586309.642,4474942.635,3.546
503383,586310.9,4474942.699,3.523
503384,586312.148,4474942.763,3.502
503385,586313.416,4474942.811,3.483
503386,586314.688,4474942.879,3.412
503387,586315.941,4474942.886,3.35
503388,586317.282,4474942.889,3.291
503389,586318.53,4474942.8,3.261
503390,586319.73,4474942.623,3.181
503391,586320.927,4474942.566,3.133
503392,586322.154,4474942.656,3.075
503393,586323.441,4474942.73,3.029
503394,586324.658,4474942.629,2.952
503395,586325.916,4474942.493,2.903
503396,586327.157,4474942.467,2.851
503397,586328.355,4474942.347,2.813
503398,586329.519,4474942.291,2.772
503399,586330.719,4474942.264,2.705
503400,586332.004,4474942.313,2.628
503401,586333.227,4474942.463,2.601
503402,586334.608,4474942.689,2.529
503403,586335.692,4474942.863,2.542
503404,586336.768,4474943.064,2.492
503405,586337.832,4474943.199,2.472
503406,586338.924,4474943.204,2.377
503407,586340.072,4474943.322,2.281
503408,586341.213,4474943.397,2.228
503409,586342.401,4474943.495,2.192
503410,586343.653,4474943.564,2.103
503411,586344.838,4474943.562,2.022
503412,586346.01,4474943.669,2.015
503413,586347.211,4474943.757,2.026
503414,586348.446,4474943.722,2.052
503415,586349.597,4474943.747,2.06
503416,586350.653,4474943.828,2.099
503417,586351.833,4474943.891,2.144
503418,586352.988,4474943.952,2.186
503419,586354.125,4474944.192,2.221
503420,586355.299,4474944.401,2.241
503421,586356.471,4474944.527,2.256
503422,586357.625,4474944.637,2.287
503423,586358.741,4474944.793,2.297
503424,586359.902,4474944.91,2.317
503425,586361.074,4474945.083,2.36
503426,586362.255,4474945.186,2.39
503427,586363.405,4474945.267,2.416
503428,586364.451,4474945.25,2.44
503429,586365.472,4474945.078,2.475
503430,586366.485,4474944.816,2.479
503431,586367.773,4474944.496,2.55
503432,586368.621,4474944.273,2.507
503433,586369.695,4474943.913,2.553
503434,586370.72,4474943.608,2.626
503435,586371.735,4474943.237,2.601
503436,586372.672,4474943.001,2.654
503437,586373.615,4474942.944,2.664
503438,586374.644,4474942.922,2.709
503439,586376.01,4474942.997,2.735
503440,586376.824,4474943.111,2.749
503441,586377.836,4474943.193,2.782
503442,586379.023,4474943.259,2.825
503443,586380.065,4474943.34,2.841
503444,586380.953,4474943.39,2.811
503445,586382.046,4474943.577,2.839
503446,586382.938,4474943.608,2.792
503447,586383.889,4474943.637,2.769
503448,586384.964,4474943.591,2.695
503449,586386.083,4474943.469,2.621
503450,586387.233,4474943.409,2.526
503469,586409.924,4474943.544,2.26
503470,586411.004,4474943.465,2.267
503471,586412.082,4474943.431,2.239
503472,586413.142,4474943.344,2.201
503473,586414.473,4474943.228,2.133
503474,586415.622,4474943.101,2.065
503475,586416.806,4474942.995,1.985
503476,586417.962,4474942.919,1.923
503477,586419.18,4474942.98,1.78
503478,586420.469,4474943.034,1.604
503479,586421.852,4474943.147,1.434
503480,586423.214,4474943.191,1.316
503481,586424.536,4474943.206,1.186
503482,586425.77,4474943.182,1.082
503483,586427.021,4474943.189,0.949
503484,586428.351,4474943.323,0.824
503485,586429.472,4474943.386,0.694
503486,586430.801,4474943.395,0.543
503487,586431.579,4474943.445,0.435
503488,586432.544,4474943.513,0.312
503489,586433.461,4474943.589,0.173
503490,586434.335,4474943.629,0.052
503491,586435.082,4474943.7,-0.046
503492,586435.697,4474943.703,-0.126
503493,586436.303,4474943.78,-0.207
503494,586436.982,4474943.793,-0.3
503495,586437.631,4474943.863,-0.36
503496,586438.124,4474943.869,-0.444
503497,586438.345,4474943.886,-0.449
503498,586438.27,4474943.894,-0.448
503499,586432.882,4474967.217,-0.395
503500,586432.352,4474967.178,-0.348
503501,586431.537,4474967.118,-0.254
503502,586430.584,4474967.132,-0.127
503503,586429.574,4474967.119,0.006
503504,586428.458,4474967.259,0.172
503505,586427.49,4474967.396,0.304
503506,586426.745,4474967.554,0.418
503507,586426.139,4474967.703,0.515
503508,586425.534,4474967.701,0.632
503509,586424.853,4474967.6,0.75
503510,586422.713,4474967.82,1.075
503511,586421.867,4474967.812,1.181
503512,586421.126,4474967.734,1.255
503546,586382.302,4474968.127,2.781
503547,586381.366,4474968.12,2.858
503548,586380.401,4474968.129,2.933
503549,586378.93,4474968.199,2.926
503550,586377.941,4474968.234,2.898
503551,586376.803,4474968.249,2.932
503552,586375.891,4474968.292,2.923
503553,586374.701,4474968.304,2.844
503554,586373.435,4474968.374,2.802
503555,586372.484,4474968.53,2.766
503556,586371,4474968.72,2.747
503557,586369.74,4474968.715,2.716
503558,586368.557,4474968.719,2.683
503559,586367.323,4474968.588,2.672
503560,586366.089,4474968.372,2.627
503561,586364.876,4474968.182,2.56
503562,586363.55,4474968.079,2.522
503563,586362.312,4474968.033,2.515
503564,586361.071,4474967.845,2.482
503565,586359.8,4474967.791,2.45
503566,586358.563,4474967.762,2.423
503567,586357.299,4474967.866,2.399
503568,586356.038,4474967.847,2.378
503569,586354.487,4474967.88,2.328
503570,586353.475,4474967.994,2.306
503571,586351.949,4474967.972,2.293
503572,586350.756,4474967.864,2.246
503573,586349.554,4474967.795,2.212
503574,586348.345,4474967.684,2.2
503575,586347.056,4474967.71,2.171
503576,586345.811,4474967.643,2.141
503577,586344.537,4474967.635,2.09
503578,586343.326,4474967.598,2.083
503579,586342.057,4474967.528,2.114
503580,586340.957,4474967.471,2.171
503581,586339.841,4474967.414,2.209
503582,586338.981,4474967.349,2.275
503583,586337.966,4474967.274,2.304
503584,586336.808,4474967.244,2.357
503585,586335.692,4474967.195,2.428
503586,586334.546,4474967.25,2.485
503587,586333.334,4474967.225,2.533
503588,586332.124,4474967.211,2.557
503589,586331.086,4474967.198,2.613
503590,586330.017,4474967.337,2.637
503591,586328.852,4474967.439,2.653
503592,586327.674,4474967.599,2.69
503593,586326.595,4474967.729,2.777
503594,586325.468,4474967.875,2.816
503595,586324.394,4474967.989,2.859
503596,586323.249,4474968.067,2.888
503597,586322.195,4474968.158,2.938
503598,586320.891,4474968.281,2.99
503599,586319.78,4474968.367,3.02
503600,586318.681,4474968.444,3.067
503601,586317.526,4474968.549,3.09
503602,586316.381,4474968.707,3.13
503603,586314.129,4474968.923,3.27
503604,586313.008,4474969.061,3.355
503605,586311.919,4474969.254,3.406
503606,586310.795,4474969.287,3.512
503607,586309.738,4474969.228,3.534
503608,586308.586,4474969.22,3.489
503609,586307.319,4474969.158,3.518
503610,586305.978,4474969.095,3.508
503611,586304.7,4474969.033,3.5
503612,586303.448,4474968.869,3.503
503613,586302.229,4474968.854,3.487
503614,586301.027,4474968.762,3.469
503615,586299.816,4474968.666,3.449
503616,586298.489,4474968.616,3.415
503617,586297.212,4474968.464,3.371
503618,586296.021,4474968.342,3.391
503619,586294.866,4474968.267,3.398
503620,586293.666,4474968.17,3.399
503621,586292.462,4474968.035,3.403
503622,586291.248,4474967.904,3.395
503623,586290.182,4474967.798,3.424
503624,586289.062,4474967.742,3.448
503625,586287.862,4474967.69,3.455
503626,586286.713,4474967.622,3.497
503627,586285.612,4474967.611,3.515
503628,586284.573,4474967.512,3.518
503629,586283.486,4474967.332,3.531
503630,586282.41,4474967.11,3.545
503631,586281.176,4474967.082,3.554
503632,586280.036,4474967.043,3.659
503633,586278.987,4474966.931,3.652
503634,586277.874,4474966.743,3.65
503635,586276.654,4474966.629,3.648
503636,586275.472,4474966.516,3.627
503637,586274.281,4474966.387,3.634
503638,586273.133,4474966.219,3.678
503639,586272.099,4474966.236,3.694
503640,586271.059,4474966.256,3.698
503641,586270.093,4474966.46,3.708
503642,586269.161,4474966.584,3.748
503643,586267.899,4474966.904,3.73
503644,586266.779,4474967.221,3.776
503645,586265.661,4474967.581,3.767
503646,586264.666,4474967.93,3.731
503647,586263.614,4474968.358,3.788
503648,586262.609,4474968.736,3.734
503649,586261.512,4474969.168,3.717
503650,586260.404,4474969.332,3.734
503651,586259.432,4474969.576,3.757
503652,586258.429,4474969.907,3.724
503653,586257.379,4474970.508,3.682
503654,586256.345,4474971.039,3.663
503655,586255.339,4474971.424,3.677
503656,586254.305,4474971.66,3.651
503657,586253.295,4474971.696,3.644
503658,586252.137,4474971.532,3.665
503659,586251.198,4474971.403,3.67
503660,586250.196,4474971.274,3.673
503661,586249.307,4474970.971,3.69
10000,586281.878,4475819.889,1.935
10001,586274.842,4475955.352,2.242
10002,586275.54,4475955.381,2.19
10003,586276.094,4475955.469,2.117
10004,586276.475,4475955.536,2.128
10005,586276.478,4475955.552,2.138
10006,586276.479,4475955.562,2.125
10007,586276.564,4475955.572,2.119
10008,586277.203,4475955.589,2.067
10009,586278.217,4475955.766,1.994
10010,586279.393,4475955.998,1.904
10011,586280.303,4475956.202,1.832
10012,586281.38,4475956.472,1.75
10013,586282.626,4475956.767,1.655
10014,586283.701,4475956.85,1.596
10015,586285.051,4475956.903,1.653
10016,586286.734,4475956.913,1.717
10017,586288.228,4475956.834,1.72
10018,586289.738,4475956.738,1.764
10019,586291.192,4475956.499,1.811
10020,586292.322,4475956.352,1.823
10021,586293.872,4475956.321,1.853
10022,586295.098,4475956.34,1.888
10023,586296.292,4475956.309,1.9
10024,586297.484,4475956.303,1.863
10025,586298.665,4475956.31,1.763
10026,586299.848,4475956.327,1.681
10027,586301.061,4475956.348,1.598
10028,586302.303,4475956.341,1.496
10029,586303.546,4475956.346,1.403
10030,586304.9,4475956.431,1.274
10031,586306.249,4475956.56,1.138
10032,586307.607,4475956.612,1.017
10033,586308.932,4475956.643,0.874
10034,586310.211,4475956.661,0.706
10035,586311.428,4475956.699,0.557
10036,586312.692,4475956.815,0.384
10037,586313.984,4475956.977,0.216
10038,586315.199,4475957.061,0.044
10039,586316.268,4475957.111,-0.123
10040,586317.212,4475957.159,-0.249
10041,586317.963,4475957.195,-0.359
10042,586318.561,4475957.222,-0.463
10043,586318.304,4475957.224,-0.418
10044,586321.156,4475940.707,-0.335
10045,586320.503,4475940.595,-0.295
10046,586319.509,4475940.437,-0.122
10047,586318.078,4475940.312,0.088
10048,586316.728,4475940.066,0.274
10049,586315.335,4475939.827,0.452
10050,586313.88,4475939.614,0.63
10051,586312.397,4475939.439,0.777
10052,586310.83,4475939.374,0.903
10053,586309.274,4475939.278,1.04
10054,586307.646,4475939.11,1.194
10055,586305.931,4475938.975,1.32
10056,586304.339,4475938.813,1.475
10057,586302.825,4475938.646,1.607
10058,586301.385,4475938.425,1.755
10059,586299.946,4475938.287,1.9
10060,586298.538,4475938.088,1.93
10061,586296.679,4475937.765,1.882
10062,586294.984,4475937.627,1.846
10063,586293.247,4475937.481,1.81
10064,586291.494,4475937.445,1.774
10065,586289.781,4475937.375,1.72
10066,586288.114,4475937.298,1.685
10067,586286.436,4475937.183,1.728
10068,586284.778,4475937.181,1.888
10069,586283.19,4475937.189,2.027
10070,586281.784,4475937.142,2.111
10071,586280.342,4475937.261,2.242
10072,586279.001,4475937.152,2.196
10073,586278.161,4475924.207,2.309
10074,586278.897,4475924.357,2.31
10075,586279.881,4475924.693,2.313
10076,586280.928,4475925.126,2.287
10077,586282.058,4475925.475,2.261
10078,586283.321,4475925.7,2.254
10079,586284.732,4475925.747,2.105
10080,586286.203,4475925.872,1.997
10081,586287.696,4475925.893,1.897
10082,586289.228,4475925.932,1.786
10083,586290.728,4475925.837,1.733
10084,586292.361,4475925.783,1.744
10085,586293.819,4475925.826,1.792
10086,586295.166,4475925.884,1.824
10087,586296.66,4475925.957,1.841
10088,586298.121,4475925.993,1.818
10089,586299.55,4475926.072,1.94
10090,586301.248,4475926.205,1.931
10091,586302.659,4475926.157,1.905
10092,586303.938,4475926.035,1.798
10093,586305.149,4475925.921,1.687
10094,586306.548,4475925.77,1.531
10095,586308.057,4475925.698,1.378
10096,586309.627,4475925.649,1.224
10097,586311.194,4475925.634,1.072
10098,586312.71,4475925.679,0.917
10099,586314.228,4475925.752,0.763
10100,586315.738,4475925.835,0.629
10101,586317.28,4475925.868,0.481
10102,586318.797,4475925.941,0.365
10103,586320.314,4475926.068,0.227
10104,586321.62,4475926.123,0.068
10105,586322.813,4475926.301,-0.069
10106,586323.863,4475926.443,-0.176
10107,586324.796,4475926.558,-0.27
10108,586325.61,4475926.624,-0.389
10109,586325.864,4475926.601,-0.439
10110,586325.131,4475926.391,-0.308
10111,586324.713,4475926.351,-0.265
10112,586328.859,4475900.062,-0.335
10113,586328.432,4475899.863,-0.16
10114,586327.787,4475899.67,-0.091
10115,586326.913,4475899.566,0.026
10116,586325.904,4475899.516,0.154
10117,586324.762,4475899.353,0.264
10118,586323.485,4475899.224,0.424
10119,586322.079,4475899.196,0.552
10120,586320.664,4475899.279,0.668
10121,586319.226,4475899.417,0.792
10122,586317.738,4475899.527,0.93
10123,586316.293,4475899.502,1.098
10124,586314.749,4475899.279,1.18
10125,586313.176,4475899.118,1.295
10126,586311.654,4475898.936,1.445
10127,586310.2,4475898.733,1.607
10128,586308.761,4475898.714,1.73
10129,586306.978,4475898.745,1.868
10130,586305.904,4475898.806,1.951
10131,586304.652,4475898.829,1.941
10132,586303.054,4475898.91,1.912
10133,586301.965,4475898.796,1.905
10134,586300.586,4475898.82,1.879
10135,586298.823,4475898.801,1.859
10136,586297.673,4475898.841,1.86
10137,586295.882,4475898.906,1.883
10138,586294.395,4475899.033,1.936
10139,586292.928,4475899.091,2.002
10140,586291.467,4475899.141,2.106
10141,586290.138,4475899.148,2.178
10142,586288.752,4475899.131,2.251
10143,586287.546,4475899.128,2.298
10144,586286.508,4475898.999,2.306
10145,586290.532,4475874.581,2.255
10146,586293.185,4475875.553,2.26
10147,586294.24,4475876.091,2.253
10148,586295.302,4475876.551,2.19
10149,586296.375,4475877.004,2.154
10150,586297.556,4475877.401,2.088
10151,586298.781,4475877.709,2.033
10152,586300.16,4475877.942,1.978
10153,586301.73,4475877.877,1.953
10154,586303.227,4475877.555,1.976
10155,586304.636,4475877.181,2
10156,586306.005,4475876.794,2.014
10157,586307.358,4475876.381,2.025
10158,586308.717,4475876.08,2.019
10159,586310.091,4475875.996,1.995
10160,586311.39,4475876.165,1.879
10161,586312.782,4475876.373,1.835
10162,586314.227,4475876.679,1.591
10163,586315.684,4475876.827,1.473
10164,586317.289,4475876.866,1.345
10165,586318.879,4475876.891,1.23
10166,586320.39,4475876.81,1.101
10167,586321.986,4475876.82,0.963
10168,586323.616,4475876.776,0.841
10169,586325.207,4475876.756,0.715
10170,586326.827,4475876.728,0.565
10171,586328.484,4475876.497,0.424
10172,586330.089,4475876.249,0.27
10173,586331.56,4475875.921,0.103
10174,586333.009,4475875.817,-0.098
10175,586334.482,4475875.773,-0.335
