Field1,X,Y,Z
502067,586354.466,4474767.012,2.721
502068,586353.464,4474766.757,2.782
502069,586352.501,4474766.503,2.806
502070,586351.495,4474766.323,2.813
502071,586350.307,4474766.033,2.879
502072,586349.274,4474765.802,2.94
502073,586347.843,4474765.58,2.901
502074,586346.881,4474765.34,2.936
502075,586345.791,4474765.238,2.917
502076,586344.549,4474765.174,2.886
502077,586343.326,4474765.096,2.914
502078,586342.252,4474765.031,3.023
502079,586341.162,4474765.055,3.007
502080,586340.137,4474765.013,3.003
502081,586339.099,4474764.945,3.017
502082,586337.991,4474764.899,3.03
502083,586336.902,4474764.823,3.01
502084,586335.866,4474764.689,3.111
502085,586334.924,4474764.553,3.211
502086,586334.02,4474764.454,3.241
502087,586333.104,4474764.427,3.228
502088,586332.18,4474764.282,3.154
502089,586330.91,4474764.055,2.979
502090,586329.543,4474763.714,2.916
502091,586328.3,4474763.41,2.903
502092,586327.209,4474763.247,2.919
502152,586298.561,4474786.629,3.389
502153,586299.729,4474786.739,3.374
502154,586300.688,4474786.977,3.413
502155,586301.881,4474787.236,3.196
502156,586303.193,4474787.442,3.144
502157,586304.528,4474787.649,3.141
502158,586305.689,4474787.83,3.191
502159,586306.785,4474788.023,3.233
502160,586307.896,4474788.145,3.3
502161,586308.836,4474788.213,3.468
502162,586309.743,4474788.337,3.46
502163,586310.731,4474788.398,3.422
502164,586311.808,4474788.449,3.486
502165,586312.949,4474788.505,3.451
502166,586314.113,4474788.556,3.397
502167,586315.29,4474788.592,3.328
502168,586316.473,4474788.707,3.177
502169,586317.644,4474789.042,3.104
502170,586318.771,4474789.462,3.168
502171,586319.825,4474789.818,3.207
502172,586320.855,4474790.08,3.252
502173,586321.836,4474790.465,3.298
502174,586322.788,4474790.793,3.383
502175,586323.771,4474790.939,3.3
502176,586324.811,4474790.889,3.269
502177,586325.855,4474790.665,3.289
502178,586326.956,4474790.553,3.274
502179,586328.02,4474790.626,3.302
502180,586329.102,4474790.802,3.266
502181,586330.206,4474791.062,3.235
502182,586331.35,4474791.251,3.192
502183,586332.527,4474791.51,3.158
502184,586333.685,4474791.698,3.129
502185,586334.808,4474791.901,3.121
502186,586335.945,4474792.025,3.111
502187,586337.023,4474792.284,3.06
502188,586338.131,4474792.304,3.004
502189,586339.245,4474792.2,2.952
502190,586340.464,4474791.907,2.911
502191,586341.689,4474791.558,2.875
502192,586342.749,4474791.458,2.842
502193,586343.876,4474791.392,2.875
502194,586345.285,4474791.366,2.865
502195,586346.287,4474791.389,2.848
502196,586347.285,4474791.641,2.795
502197,586348.32,4474792.044,2.725
502198,586349.319,4474792.647,2.61
502199,586350.199,4474792.947,2.633
502200,586351.349,4474793.309,2.419
502201,586352.529,4474793.414,2.332
502202,586353.773,4474793.38,2.223
502203,586354.969,4474793.276,2.144
502204,586356.166,4474793.224,2.083
502205,586357.491,4474793.184,2.032
502206,586358.796,4474793.192,2.01
502207,586360.013,4474793.234,1.983
502208,586361.092,4474793.388,1.975
502209,586362.193,4474793.488,1.96
502210,586363.213,4474793.587,1.957
502211,586364.221,4474793.663,1.961
502212,586365.279,4474793.743,1.929
502213,586366.324,4474793.76,1.926
502214,586367.674,4474793.831,1.912
502215,586368.425,4474793.904,1.95
502216,586369.593,4474793.992,1.988
502217,586370.735,4474794.084,2.031
502218,586371.823,4474794.198,2.025
502219,586372.895,4474794.289,2.031
502220,586374.249,4474794.457,2.032
502221,586375.349,4474794.494,2.018
502222,586376.442,4474794.644,2.026
502223,586377.644,4474794.758,2.012
502224,586378.822,4474794.88,1.999
502225,586380,4474794.972,1.978
502226,586381.209,4474794.936,1.982
502227,586382.384,4474794.932,1.966
502228,586383.548,4474795.001,1.965
502229,586384.697,4474795.133,1.971
502230,586385.807,4474795.309,1.968
502231,586386.898,4474795.457,1.958
502232,586388.047,4474795.687,1.959
502233,586389.232,4474795.857,1.947
502234,586390.372,4474795.947,1.939
502235,586391.498,4474796.052,1.921
502236,586392.671,4474796.073,1.9
502237,586393.87,4474796.098,1.888
502238,586395.038,4474796.235,1.883
502239,586396.12,4474796.3,1.828
502240,586397.194,4474796.393,1.848
502241,586398.365,4474796.358,1.846
502242,586399.543,4474796.426,1.851
502243,586400.58,4474796.449,1.888
502244,586401.535,4474796.605,1.955
502245,586402.74,4474796.84,2.052
502246,586404.741,4474797.297,2.155
502247,586406.712,4474797.7,2.209
502248,586407.983,4474798.017,2.298
502291,586455.944,4474802.811,2.237
502292,586456.788,4474802.909,2.235
502293,586458.071,4474803.033,2.083
502294,586459.274,4474803.186,1.941
502295,586460.567,4474803.267,1.772
502296,586461.718,4474803.295,1.641
502297,586465,4474803.445,1.299
502298,586465.657,4474803.518,1.22
502299,586465.965,4474803.563,1.18
502300,586466.736,4474803.59,1.09
502301,586467.717,4474803.781,0.972
502302,586468.836,4474803.992,0.829
502303,586469.992,4474804.24,0.668
502304,586471.142,4474804.398,0.509
502305,586472.297,4474804.452,0.377
502306,586473.759,4474804.506,0.207
502307,586474.997,4474804.51,0.073
502308,586476.199,4474804.498,-0.084
502309,586477.298,4474804.526,-0.244
502310,586478.36,4474804.545,-0.353
502311,586479.316,4474804.603,-0.461
502312,586469.978,4474824.741,-0.479
502313,586469.419,4474824.688,-0.415
502314,586468.483,4474824.593,-0.306
502315,586467.415,4474824.41,-0.18
502316,586466.296,4474824.334,-0.029
502317,586465.536,4474824.308,0.071
502318,586464.812,4474824.221,0.174
502319,586464.092,4474824.165,0.261
502320,586463.346,4474824.104,0.338
502321,586462.82,4474824.111,0.409
502322,586461.755,4474824.404,0.529
502323,586461.063,4474824.173,0.641
502324,586460.207,4474824.082,0.774
502325,586459.369,4474823.941,0.885
502326,586458.44,4474823.763,1.04
502327,586457.795,4474823.655,1.122
502328,586456.893,4474823.505,1.248
502329,586455.889,4474823.572,1.377
502330,586454.512,4474823.531,1.559
502331,586453.673,4474823.562,1.647
502332,586452.608,4474823.525,1.76
502333,586451.559,4474823.543,1.856
502334,586450.324,4474823.5,1.963
502335,586449.452,4474823.538,2.023
502336,586448.395,4474823.483,2.122
502337,586447.426,4474823.486,2.184
502338,586446.304,4474823.544,2.241
502374,586404.64,4474820.545,2.42
502375,586403.348,4474820.777,2.384
502376,586401.954,4474820.566,2.364
502377,586400.704,4474820.402,2.315
502378,586399.5,4474820.022,2.286
502379,586398.539,4474819.807,2.25
502380,586397.204,4474819.511,2.239
502381,586396.025,4474819.28,2.203
502382,586394.621,4474819.326,2.104
502383,586393.488,4474819.425,2.026
502384,586392.287,4474819.543,1.868
502385,586390.993,4474819.587,1.775
502386,586389.692,4474819.647,1.692
502387,586388.544,4474819.751,1.68
502388,586387.434,4474819.765,1.692
502389,586386.267,4474819.658,1.685
502390,586385.138,4474819.448,1.684
502391,586384,4474819.31,1.666
502392,586382.849,4474819.269,1.692
502393,586381.65,4474819.184,1.703
502394,586380.623,4474819.043,1.73
502395,586379.552,4474818.909,1.736
502396,586378.428,4474818.742,1.761
502397,586377.307,4474818.684,1.774
502398,586376.206,4474818.562,1.801
502399,586375.133,4474818.353,1.825
502400,586374.015,4474818.125,1.844
502401,586372.921,4474817.833,1.876
502402,586371.841,4474817.598,1.891
502403,586370.807,4474817.33,1.918
502404,586369.781,4474816.988,1.919
502405,586368.606,4474816.713,1.913
502406,586367.421,4474816.557,1.948
502407,586366.345,4474816.356,1.94
502408,586365.229,4474816.139,1.926
502409,586363.94,4474815.993,1.905
502410,586363.05,4474815.88,1.921
502411,586361.705,4474815.631,1.919
502412,586360.621,4474815.616,1.916
502413,586359.494,4474815.667,1.94
502414,586358.422,4474815.709,1.957
502415,586357.419,4474815.772,1.997
502416,586356.342,4474815.868,2.029
502417,586355.274,4474815.97,2.074
502418,586354.194,4474816.049,2.147
502419,586353.071,4474816.05,2.203
502420,586352.024,4474816.016,2.275
502421,586350.934,4474815.904,2.295
502422,586349.856,4474815.714,2.344
502423,586348.726,4474815.4,2.413
502424,586347.572,4474815.163,2.519
502425,586346.479,4474814.954,2.672
502426,586345.469,4474814.792,2.697
502427,586344.493,4474814.758,2.758
502428,586343.555,4474814.78,2.762
502429,586342.639,4474814.74,2.767
502430,586341.609,4474814.754,2.768
502431,586340.615,4474814.662,2.836
502432,586339.737,4474814.49,2.871
502433,586339.032,4474814.359,2.917
502434,586338.237,4474814.25,2.926
502435,586337.305,4474814.272,2.881
502436,586336.311,4474814.391,2.879
502437,586335.304,4474814.288,2.908
502438,586334.34,4474814.266,2.909
502439,586333.34,4474814.195,2.929
502440,586332.272,4474814.141,2.952
502441,586331.28,4474814.012,3.048
502442,586330.193,4474813.874,3.072
502443,586329.169,4474813.64,3.169
502444,586328.264,4474813.538,3.208
502445,586327.304,4474813.448,3.248
502446,586326.271,4474813.241,3.26
502447,586325.27,4474813.009,3.265
502448,586324.221,4474812.777,3.26
502449,586323.132,4474812.537,3.245
502450,586322.023,4474812.269,3.296
502451,586320.971,4474811.939,3.277
502452,586319.954,4474811.649,3.302
502453,586318.874,4474811.267,3.291
502454,586317.806,4474810.997,3.263
502455,586316.792,4474810.713,3.332
502456,586315.705,4474810.677,3.246
502457,586314.522,4474810.782,3.195
502458,586313.326,4474810.962,3.194
502459,586312.276,4474811.043,3.222
502460,586311.101,4474811.007,3.258
502461,586309.78,4474810.966,3.323
502462,586308.948,4474810.961,3.294
502463,586307.75,4474810.857,3.192
502464,586306.445,4474810.834,3.197
502465,586304.795,4474810.825,3.155
502466,586303.859,4474810.803,3.212
502467,586302.627,4474810.741,3.002
502468,586301.367,4474810.51,2.952
502469,586299.974,4474810.376,2.898
502470,586298.451,4474810.168,2.886
502471,586297.341,4474810.055,2.921
502472,586296.216,4474809.899,3.112
502473,586295.109,4474809.841,3.153
502474,586294.047,4474809.726,3.16
502475,586292.954,4474809.58,3.189
502476,586291.773,4474809.425,3.153
502477,586290.582,4474809.221,3.173
502478,586289.43,4474809.023,3.143
502531,586295.839,4474834.472,3.073
502532,586295.231,4474834.018,3.035
502533,586294.339,4474833.724,3.02
502534,586293.29,4474833.404,3.011
502535,586292.246,4474833.091,2.961
502536,586291.143,4474832.771,2.941
502537,586290.063,4474832.723,2.906
502538,586289.017,4474832.614,2.926
502539,586287.995,4474832.414,3.026
502540,586286.934,4474832.13,3.037
502541,586286.002,4474831.859,3.033
502542,586284.968,4474831.638,3.024
502543,586283.904,4474831.455,3.095
502544,586282.81,4474831.253,3.231
502545,586281.899,4474831.124,3.565
502546,586279.135,4474830.518,4.587
502547,586278.861,4474830.338,4.629
502577,586297.294,4474834.612,3.169
502578,586297.852,4474834.508,3.231
502579,586298.632,4474834.626,3.153
502580,586299.565,4474834.685,3.125
502581,586300.622,4474834.793,3.207
502582,586301.599,4474834.939,3.252
502583,586302.459,4474835.19,3.254
502584,586303.387,4474835.421,3.227
502585,586304.644,4474835.833,3.154
502586,586305.597,4474836.13,3.172
502587,586306.762,4474836.459,3.177
502588,586307.824,4474836.702,3.22
502589,586308.901,4474836.988,3.213
502590,586309.916,4474837.055,3.198
502591,586310.861,4474836.908,3.116
502592,586311.941,4474836.557,3.08
502593,586313.162,4474836.328,3.052
502594,586314.393,4474836.245,3.07
502595,586315.668,4474836.19,3.126
502596,586316.887,4474836.157,3.228
502597,586318.044,4474836.038,3.287
502598,586318.991,4474835.932,3.345
502599,586320.118,4474835.795,3.241
502600,586321.298,4474835.758,3.193
502601,586322.546,4474835.826,3.213
502602,586324.017,4474835.86,3.203
502603,586325.253,4474835.811,3.163
502604,586326.734,4474835.85,3.159
502605,586327.72,4474836.087,3.105
502606,586329.06,4474836.435,3.106
502607,586330.738,4474836.835,3.093
502608,586332.044,4474837.208,3.062
502609,586333.424,4474837.601,3.001
502610,586334.728,4474837.933,2.965
502611,586336.069,4474838.234,2.901
502612,586337.393,4474838.683,2.805
502613,586338.71,4474839.011,2.791
502614,586340.082,4474839.063,2.734
502615,586341.575,4474839.021,2.698
502616,586342.972,4474838.974,2.651
502617,586344.21,4474839.005,2.605
502618,586345.506,4474839.089,2.585
502619,586346.74,4474839.104,2.572
502620,586347.974,4474839.147,2.525
502621,586349.268,4474839.071,2.539
502622,586350.233,4474839.078,2.436
502623,586351.55,4474839.129,2.335
502624,586353.059,4474839.148,2.185
502625,586354.893,4474839.111,2.01
502626,586356.154,4474839.198,1.951
502627,586357.612,4474839.219,1.908
502628,586359.077,4474839.223,1.884
502629,586360.475,4474839.311,1.879
502630,586361.833,4474839.258,1.866
502631,586363.236,4474839.278,1.869
502632,586364.568,4474839.198,1.862
502633,586365.824,4474839.167,1.862
502634,586367.369,4474839.307,1.874
502635,586368.432,4474839.27,1.894
502636,586369.736,4474839.345,1.924
502637,586371.098,4474839.487,1.919
502638,586372.423,4474839.637,1.929
502639,586373.798,4474839.751,1.931
502640,586375.181,4474839.874,1.935
502641,586376.684,4474840.112,1.947
502642,586378.013,4474840.296,1.934
502643,586379.291,4474840.475,1.933
502644,586380.771,4474840.71,1.956
502645,586382.016,4474840.982,1.986
502646,586383.251,4474841.273,1.995
502647,586384.372,4474841.482,2.006
502648,586385.516,4474841.497,2.106
502649,586386.673,4474841.62,2.156
502650,586387.978,4474841.701,2.193
502651,586389.275,4474841.82,2.255
502652,586390.652,4474841.937,2.286
502653,586391.961,4474842.027,2.342
502654,586393.255,4474842.068,2.364
502655,586394.511,4474842.157,2.414
502656,586395.764,4474842.198,2.415
502657,586396.839,4474842.317,2.466
502694,586440.868,4474845.509,2.346
502695,586442.029,4474845.621,2.276
502696,586443.265,4474845.76,2.14
502697,586444.946,4474845.913,1.937
502698,586446.358,4474846.083,1.751
502699,586447.716,4474846.243,1.584
502700,586449.06,4474846.41,1.406
502701,586450.311,4474846.565,1.234
502702,586451.555,4474846.779,1.074
502703,586452.816,4474846.954,0.876
502704,586454.055,4474847.097,0.654
502705,586455.229,4474847.221,0.499
502706,586456.391,4474847.237,0.324
502707,586457.516,4474847.117,0.171
502708,586458.416,4474847.042,0.047
502709,586459.155,4474847.068,-0.065
502710,586460.017,4474847.05,-0.205
502711,586460.776,4474847.054,-0.314
502712,586461.173,4474846.953,-0.384
502713,586461.453,4474846.979,-0.412
502714,586461.981,4474846.951,-0.485
502715,586462.372,4474846.908,-0.543
502716,586461.994,4474846.827,-0.502
502717,586461.306,4474846.731,-0.397
502718,586460.851,4474846.447,-0.322
502719,586460.639,4474846.663,-0.26
502720,586460.319,4474847.232,-0.254
502721,586459.563,4474847.76,-0.154
502722,586458.466,4474848.06,0.02
502723,586457.403,4474848.333,0.167
502724,586456.457,4474848.601,0.289
502725,586455.543,4474848.864,0.401
502726,586456.232,4474868.437,-0.419
502727,586455.71,4474868.364,-0.326
502728,586455.017,4474868.282,-0.238
502729,586454.201,4474868.171,-0.081
502730,586453.374,4474867.996,0.07
502731,586452.616,4474867.821,0.172
502732,586451.916,4474867.691,0.277
502733,586451.203,4474867.72,0.396
502734,586448.374,4474867.682,0.812
502735,586446.799,4474867.587,1.042
502736,586445.822,4474867.616,1.157
502737,586444.658,4474867.669,1.305
502738,586444.04,4474867.623,1.389
502739,586440.342,4474867.64,1.777
502740,586439.342,4474867.738,1.848
502741,586438.308,4474867.79,1.886
502742,586437.195,4474867.819,1.94
502743,586436.059,4474867.956,1.982
502744,586434.815,4474868.19,2.009
502745,586433.779,4474868.287,2.046
502746,586431.515,4474868.278,2.101
502774,586399.884,4474865.848,2.652
502775,586398.873,4474865.746,2.656
502776,586397.707,4474865.674,2.669
502777,586396.703,4474865.633,2.688
502778,586395.539,4474865.561,2.669
502779,586394.277,4474865.579,2.617
502780,586393.159,4474865.487,2.594
502781,586392.016,4474865.457,2.56
502782,586390.842,4474865.413,2.526
502783,586389.674,4474865.425,2.5
502784,586388.504,4474865.367,2.457
502785,586387.31,4474865.282,2.424
502786,586386.077,4474865.207,2.386
502787,586384.969,4474865.143,2.374
502788,586383.833,4474865.213,2.351
502789,586382.703,4474865.141,2.333
502790,586381.437,4474864.963,2.238
502791,586380.255,4474864.818,2.253
502792,586379.075,4474864.681,2.199
502793,586378.077,4474864.523,2.201
502794,586377.008,4474864.401,2.123
502795,586375.824,4474864.292,2.049
502796,586374.628,4474864.209,1.997
502797,586373.456,4474864.032,1.967
502798,586372.325,4474863.977,1.951
502799,586371.278,4474863.881,1.926
502800,586369.941,4474863.68,1.918
502801,586368.72,4474863.565,1.896
502802,586367.639,4474863.271,1.894
502803,586366.57,4474863.055,1.881
502804,586365.408,4474862.915,1.886
502805,586364.049,4474862.76,1.894
502806,586362.852,4474862.64,1.898
502807,586361.709,4474862.516,1.889
502808,586360.705,4474862.355,1.88
502809,586359.645,4474862.419,1.891
502810,586358.598,4474862.419,1.885
502811,586357.569,4474862.483,1.935
502812,586356.391,4474862.527,1.942
502813,586355.313,4474862.48,2.003
502814,586354.235,4474862.455,2.048
502815,586353.139,4474862.462,2.088
502816,586352.068,4474862.425,2.14
502817,586351.036,4474862.359,2.224
502818,586349.954,4474862.338,2.302
502819,586348.815,4474862.291,2.376
502820,586347.76,4474862.226,2.438
502821,586346.759,4474862.186,2.533
502822,586345.758,4474862.03,2.586
502823,586344.694,4474861.914,2.608
502824,586343.588,4474861.907,2.631
502825,586342.532,4474861.902,2.681
502826,586341.515,4474861.969,2.659
502827,586340.477,4474861.921,2.682
502828,586339.223,4474861.795,2.75
502829,586338.425,4474861.6,2.785
502830,586337.355,4474861.44,2.825
502831,586336.251,4474861.287,2.819
502832,586335.181,4474861.114,2.818
502833,586333.884,4474861.017,2.823
502834,586332.817,4474860.966,2.943
502835,586331.761,4474860.832,2.974
502836,586330.78,4474860.836,3.019
502837,586329.797,4474860.834,3.021
502838,586328.709,4474860.763,3.056
502839,586327.719,4474860.639,3.081
502840,586326.671,4474860.461,3.118
502841,586325.491,4474860.293,3.071
502842,586324.457,4474860.298,3.057
502843,586323.154,4474860.107,3.083
502844,586321.343,4474859.643,3.189
502845,586320.57,4474859.411,3.24
502846,586319.52,4474859.344,3.298
502847,586318.488,4474859.279,3.266
502848,586317.39,4474859.315,3.311
502849,586316.259,4474859.404,3.331
502850,586315.096,4474859.468,3.285
502851,586313.926,4474859.465,3.284
502852,586312.727,4474859.352,3.284
502853,586311.548,4474859.276,3.297
502854,586310.362,4474859.165,3.335
502855,586309.143,4474858.982,3.353
502856,586307.941,4474858.891,3.368
502857,586306.823,4474858.857,3.45
502858,586305.707,4474858.858,3.413
502859,586304.534,4474858.847,3.433
502860,586303.412,4474858.819,3.484
502861,586302.285,4474858.803,3.529
502862,586301.28,4474858.82,3.527
502863,586299.871,4474858.825,3.535
502864,586297.816,4474858.959,3.61
502865,586296.767,4474859.065,3.633
502866,586295.48,4474859.055,3.727
502867,586293.502,4474858.833,3.817
502868,586292.525,4474858.575,3.841
502869,586291.521,4474858.301,3.787
502870,586290.708,4474858.277,3.813
502871,586289.647,4474858.231,3.731
502872,586288.425,4474858.196,3.62
502873,586287.069,4474858.145,3.545
502874,586285.775,4474858.099,3.482
502875,586284.636,4474857.96,3.454
502876,586283.48,4474857.928,3.423
502877,586282.353,4474857.788,3.36
502878,586281.233,4474857.657,3.354
502879,586280.193,4474857.439,3.309
502880,586279.096,4474857.356,3.278
502881,586277.967,4474857.21,3.269
502882,586276.823,4474857.12,3.29
502883,586275.702,4474857.067,3.294
502884,586274.619,4474857.022,3.297
502954,586266.811,4474886.741,3.312
502955,586268.187,4474886.762,3.196
502956,586269.497,4474886.848,3.126
502957,586270.688,4474887.045,3.09
502958,586271.783,4474887.38,3.14
502959,586272.794,4474887.731,3.076
502960,586273.814,4474888.169,3.053
502961,586274.915,4474888.519,3.046
502962,586276.043,4474888.707,3.109
502963,586277.044,4474888.642,3.199
502964,586277.88,4474888.709,3.258
502965,586278.736,4474888.668,3.176
502966,586279.713,4474888.711,3.213
502967,586280.785,4474888.621,3.269
502968,586281.821,4474888.6,3.281
502969,586282.908,4474888.683,3.344
502970,586284.043,4474888.621,3.381
502971,586285.145,4474888.506,3.369
502972,586286.255,4474888.42,3.381
502973,586287.557,4474888.285,3.463
502974,586289.587,4474887.816,3.433
502975,586290.721,4474887.701,3.488
502976,586291.833,4474887.716,3.48
502977,586292.805,4474887.792,3.435
502978,586293.948,4474887.857,3.458
502979,586295.126,4474887.974,3.492
502980,586296.262,4474887.975,3.479
502981,586297.336,4474888.051,3.536
502982,586298.378,4474888.01,3.503
502983,586299.435,4474888.062,3.508
502984,586300.515,4474888.14,3.519
502985,586301.566,4474888.335,3.479
502986,586302.61,4474888.518,3.501
502987,586303.684,4474888.783,3.475
502988,586304.662,4474888.878,3.409
502989,586305.67,4474888.895,3.424
502990,586306.727,4474889.067,3.447
502991,586307.606,4474889.158,3.406
502992,586308.549,4474889.259,3.385
502993,586309.604,4474889.217,3.406
502994,586310.692,4474889.315,3.411
502995,586311.591,4474889.435,3.37
502996,586312.632,4474889.629,3.351
502997,586313.722,4474889.586,3.358
502998,586314.813,4474889.611,3.397
502999,586315.74,4474889.72,3.439
503000,586316.796,4474889.765,3.443
503001,586318.136,4474889.806,3.396
503002,586318.982,4474889.915,3.349
503003,586320.283,4474889.909,3.337
503004,586321.47,4474889.882,3.294
503005,586322.622,4474889.877,3.25
503006,586323.769,4474889.885,3.217
503007,586324.883,4474889.98,3.177
503008,586326.019,4474890.054,3.112
503009,586327.144,4474890.082,3.052
503010,586328.308,4474890.117,3.004
503011,586329.437,4474890.141,2.958
503012,586330.539,4474890.062,2.929
503013,586331.637,4474890.038,2.892
503014,586332.736,4474889.935,2.846
503015,586333.918,4474889.948,2.802
503016,586334.96,4474889.908,2.759
503017,586336.278,4474889.943,2.704
503018,586337.165,4474889.935,2.671
503019,586338.264,4474890.037,2.644
503020,586339.334,4474889.98,2.608
503021,586340.708,4474890.006,2.622
503022,586341.661,4474889.983,2.534
503023,586342.739,4474889.872,2.524
503024,586343.852,4474889.888,2.46
503025,586345.168,4474889.895,2.427
503026,586346.274,4474889.829,2.445
503027,586347.241,4474889.877,2.388
503028,586348.328,4474889.951,2.335
503029,586349.519,4474890.063,2.298
503030,586350.689,4474890.178,2.266
503031,586351.885,4474890.118,2.086
503032,586353.264,4474890.166,1.993
503033,586354.651,4474890.263,1.955
503034,586355.858,4474890.289,1.916
503035,586357.005,4474890.232,1.932
503036,586358.193,4474890.063,1.921
503037,586359.363,4474890.055,1.905
503038,586360.616,4474889.967,1.928
503039,586362.077,4474889.822,1.96
503040,586363.067,4474889.671,1.953
503041,586364.398,4474889.461,1.996
503042,586365.534,4474889.416,2.045
503043,586366.657,4474889.359,2.095
503044,586367.876,4474889.298,2.152
503045,586369.081,4474889.253,2.179
503046,586370.298,4474889.339,2.222
503047,586371.524,4474889.346,2.245
503048,586372.772,4474889.396,2.263
503049,586373.933,4474889.54,2.338
503050,586375.123,4474889.694,2.328
503051,586376.291,4474889.805,2.33
503052,586377.451,4474889.958,2.396
503053,586378.601,4474890.048,2.417
503054,586379.762,4474890.264,2.436
503055,586380.91,4474890.493,2.485
503056,586381.967,4474890.712,2.508
503057,586383.054,4474890.997,2.536
503058,586384.081,4474891.115,2.606
503059,586385.305,4474891.376,2.647
503060,586386.652,4474891.352,2.664
503061,586387.508,4474891.293,2.731
503062,586388.557,4474891.234,2.675
503063,586389.643,4474891.263,2.681
503064,586390.745,4474891.338,2.731
503065,586392.026,4474891.386,2.742
503066,586393.206,4474891.458,2.747
503067,586394.332,4474891.517,2.723
503083,586416.564,4474892.757,2.067
503084,586417.692,4474892.587,2.074
503085,586419.02,4474892.588,2.1
503086,586420.315,4474892.439,2.119
503087,586421.624,4474892.448,2.143
503088,586422.969,4474892.519,2.132
503092,586428.497,4474892.794,1.86
503093,586429.835,4474892.854,1.786
503094,586431.202,4474893.05,1.719
503095,586432.571,4474893.281,1.625
503096,586433.99,4474893.509,1.53
503097,586435.451,4474893.717,1.42
503098,586436.858,4474893.856,1.311
503099,586438.244,4474894.008,1.196
503100,586439.707,4474894.05,1.075
503101,586441.404,4474894.005,0.883
503102,586442.831,4474893.814,0.704
503103,586445.648,4474893.364,0.318
503104,586447,4474893.214,0.107
503105,586447.836,4474893.045,-0.034
503106,586448.376,4474893.039,-0.108
503107,586448.796,4474893.011,-0.176
503108,586449.302,4474893.122,-0.236
503109,586450.026,4474893.14,-0.336
503110,586450.658,4474893.139,-0.418
503111,586450.994,4474893.123,-0.455
503112,586444.518,4474918.858,-0.442
503113,586444.097,4474918.894,-0.369
503114,586443.602,4474918.801,-0.319
503115,586442.946,4474918.763,-0.19
503116,586442.177,4474918.718,-0.074
503117,586441.363,4474918.602,0.05
503118,586440.52,4474918.566,0.184
503119,586439.537,4474918.475,0.358
503120,586438.972,4474918.475,0.445
503121,586438.267,4474918.468,0.541
503122,586437.63,4474918.511,0.661
503123,586435.949,4474918.951,0.929
503124,586434.724,4474918.789,1.102
503125,586433.63,4474918.429,1.274
503126,586432.413,4474918.265,1.389
503127,586431.078,4474918.199,1.492
503128,586429.63,4474918.192,1.517
503129,586428.13,4474918.281,1.547
503130,586426.729,4474918.394,1.58
503131,586425.224,4474918.351,1.653
503132,586423.855,4474918.279,1.724
503158,586390.076,4474919.446,2.466
503159,586388.896,4474919.225,2.588
503160,586387.865,4474918.93,2.663
503161,586386.51,4474918.546,2.704
503162,586385.418,4474918.334,2.745
503163,586384.31,4474918.139,2.749
503164,586383.154,4474917.956,2.649
503165,586382.313,4474917.822,2.692
503166,586380.908,4474917.553,2.705
503167,586379.71,4474917.281,2.649
503168,586378.606,4474917.054,2.617
503169,586377.472,4474916.971,2.62
503170,586376.259,4474917.082,2.561
503171,586375.086,4474917.233,2.548
503172,586373.9,4474917.371,2.505
503173,586372.624,4474917.561,2.47
503174,586371.445,4474917.882,2.458
503175,586370.214,4474918.111,2.321
503176,586369.201,4474918.402,2.37
503177,586368.131,4474918.694,2.343
503178,586366.996,4474919.098,2.307
503179,586365.874,4474919.46,2.283
503180,586364.682,4474919.677,2.266
503181,586363.383,4474919.882,2.247
503182,586362.071,4474920.097,2.224
503183,586360.731,4474920.295,2.192
503184,586359.411,4474920.497,2.143
503185,586358.031,4474920.623,2.092
503186,586356.671,4474920.628,2.079
503187,586355.362,4474920.542,2.044
503188,586354.127,4474920.361,2.013
503189,586352.926,4474920.141,2.004
503190,586351.662,4474919.92,1.986
503191,586350.339,4474919.76,1.965
503192,586349.053,4474919.502,1.97
503193,586347.783,4474919.253,1.997
503194,586346.667,4474919.154,2.091
503195,586345.428,4474918.993,2.243
503196,586343.584,4474918.93,2.369
503197,586342.456,4474918.889,2.387
503198,586341.286,4474918.878,2.477
503199,586340.081,4474918.822,2.513
503200,586338.845,4474918.833,2.528
503201,586337.423,4474918.885,2.551
503202,586335.505,4474918.974,2.633
503203,586334.342,4474919.101,2.692
503204,586333.177,4474919.17,2.729
503205,586332.037,4474919.285,2.749
503206,586330.904,4474919.455,2.785
503207,586329.759,4474919.61,2.824
503208,586328.624,4474919.799,2.86
503209,586327.472,4474919.839,2.915
503210,586326.142,4474919.854,2.996
503211,586324.992,4474919.819,3.05
503212,586323.852,4474919.764,3.116
503213,586322.792,4474919.617,3.155
503214,586321.632,4474919.453,3.22
503215,586320.457,4474919.345,3.265
503216,586319.341,4474919.316,3.316
503217,586318.169,4474919.302,3.41
503218,586316.994,4474919.281,3.43
503219,586315.857,4474919.258,3.478
503220,586314.613,4474919.185,3.513
503221,586313.373,4474919.083,3.518
503222,586312.228,4474918.997,3.546
503223,586311.06,4474918.965,3.564
503224,586309.839,4474918.931,3.538
503225,586308.765,4474918.826,3.562
503226,586307.609,4474918.829,3.541
503227,586306.407,4474918.882,3.584
503228,586305.172,4474918.875,3.544
503229,586303.906,4474918.959,3.524
503230,586302.658,4474918.996,3.534
503231,586301.376,4474919.045,3.533
503232,586300.147,4474919.081,3.53
503233,586298.954,4474919.096,3.536
